div,season,phase,date,home,away,fh,fa
NOR,2025,regular,,Sandefjord,HamKam,2,0
NOR,2025,regular,,Sandefjord,Haugesund,4,0
NOR,2025,regular,,Sandefjord,KFUM Oslo,2,0
NOR,2025,regular,,Sandefjord,Kristiansund,6,0
NOR,2025,regular,,Sandefjord,Molde,3,0
NOR,2025,regular,,Sandefjord,Rosenborg,2,0
NOR,2025,regular,,Sandefjord,Sarpsborg 08,3,2
NOR,2025,regular,,Sandefjord,Strømsgodset,3,2
NOR,2025,regular,,Sandefjord,Tromsø,1,0
NOR,2025,regular,,Sandefjord,Viking,1,2
NOR,2025,regular,,Sandefjord,Vålerenga,2,1
NOR,2025,regular,,Sarpsborg 08,Bodø/Glimt,2,5
NOR,2025,regular,,Sarpsborg 08,Brann,1,4
NOR,2025,regular,,Sarpsborg 08,Bryne,1,1
NOR,2025,regular,,Sarpsborg 08,Fredrikstad,0,2
NOR,2025,regular,,Sarpsborg 08,HamKam,4,0
NOR,2025,regular,,Sarpsborg 08,Haugesund,3,1
NOR,2025,regular,,Sarpsborg 08,KFUM Oslo,2,1
NOR,2025,regular,,Sarpsborg 08,Kristiansund,0,1
NOR,2025,regular,,Sarpsborg 08,Molde,1,0
NOR,2025,regular,,Sarpsborg 08,Rosenborg,2,2
NOR,2025,regular,,Sarpsborg 08,Sandefjord,2,1
NOR,2025,regular,,Sarpsborg 08,Strømsgodset,2,3
NOR,2025,regular,,Sarpsborg 08,Tromsø,0,1
NOR,2025,regular,,Sarpsborg 08,Viking,3,3
NOR,2025,regular,,Sarpsborg 08,Vålerenga,1,1
NOR,2025,regular,,Strømsgodset,Bodø/Glimt,0,5
NOR,2025,regular,,Strømsgodset,Brann,1,2
NOR,2025,regular,,Strømsgodset,Bryne,0,2
NOR,2025,regular,,Strømsgodset,Fredrikstad,0,3
NOR,2025,regular,,Strømsgodset,HamKam,0,3
NOR,2025,regular,,Strømsgodset,Haugesund,2,0
NOR,2025,regular,,Strømsgodset,KFUM Oslo,1,1
NOR,2025,regular,,Strømsgodset,Kristiansund,1,2
NOR,2025,regular,,Strømsgodset,Molde,3,1
NOR,2025,regular,,Strømsgodset,Rosenborg,1,2
NOR,2025,regular,,Strømsgodset,Sandefjord,2,6
NOR,2025,regular,,Strømsgodset,Sarpsborg 08,2,1
NOR,2025,regular,,Strømsgodset,Tromsø,2,3
NOR,2025,regular,,Strømsgodset,Viking,1,2
NOR,2025,regular,,Strømsgodset,Vålerenga,0,2
NOR,2025,regular,,Tromsø,Bodø/Glimt,2,1
NOR,2025,regular,,Tromsø,Brann,1,2
NOR,2025,regular,,Tromsø,Bryne,3,1
NOR,2025,regular,,Tromsø,Fredrikstad,0,0
NOR,2025,regular,,Tromsø,HamKam,1,0
NOR,2025,regular,,Tromsø,Haugesund,1,0
NOR,2025,regular,,Tromsø,KFUM Oslo,2,0
NOR,2025,regular,,Tromsø,Kristiansund,2,3
NOR,2025,regular,,Tromsø,Molde,1,0
NOR,2025,regular,,Tromsø,Rosenborg,1,0
NOR,2025,regular,,Tromsø,Sandefjord,0,1
NOR,2025,regular,,Tromsø,Sarpsborg 08,4,0
NOR,2025,regular,,Tromsø,Strømsgodset,3,1
NOR,2025,regular,,Tromsø,Viking,1,3
NOR,2025,regular,,Tromsø,Vålerenga,2,1
NOR,2025,regular,,Viking,Bodø/Glimt,2,4
NOR,2025,regular,,Viking,Brann,3,0
NOR,2025,regular,,Viking,Bryne,5,1
NOR,2025,regular,,Viking,Fredrikstad,3,0
NOR,2025,regular,,Viking,HamKam,3,0
NOR,2025,regular,,Viking,Haugesund,5,1
NOR,2025,regular,,Viking,KFUM Oslo,3,1
NOR,2025,regular,,Viking,Kristiansund,3,1
NOR,2025,regular,,Viking,Molde,1,0
NOR,2025,regular,,Viking,Rosenborg,2,1
NOR,2025,regular,,Viking,Sandefjord,3,1
NOR,2025,regular,,Viking,Sarpsborg 08,0,0
NOR,2025,regular,,Viking,Strømsgodset,1,0
NOR,2025,regular,,Viking,Tromsø,4,4
NOR,2025,regular,,Viking,Vålerenga,5,1
NOR,2025,regular,,Vålerenga,Bodø/Glimt,3,1
NOR,2025,regular,,Vålerenga,Brann,2,4
NOR,2025,regular,,Vålerenga,Bryne,3,2
NOR,2025,regular,,Vålerenga,Fredrikstad,1,1
NOR,2025,regular,,Vålerenga,HamKam,1,1
NOR,2025,regular,,Vålerenga,Haugesund,3,0
NOR,2025,regular,,Vålerenga,KFUM Oslo,1,1
NOR,2025,regular,,Vålerenga,Kristiansund,3,0
NOR,2025,regular,,Vålerenga,Molde,2,3
NOR,2025,regular,,Vålerenga,Rosenborg,0,2
NOR,2025,regular,,Vålerenga,Sandefjord,2,1
NOR,2025,regular,,Vålerenga,Sarpsborg 08,4,0
NOR,2025,regular,,Vålerenga,Strømsgodset,2,1
NOR,2025,regular,,Vålerenga,Tromsø,1,0
NOR,2025,regular,,Vålerenga,Viking,3,1
